techs,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand
2021-05-25 06:00:00,2.943,3.081614647,2.347351887,2.747929237,3.560316069,4.329708383,4.604,5.02801143
2021-05-25 07:00:00,3.748,4.422746283,2.501612877,3.562607193,4.50804186,4.814720977,6.896,7.48527503
2021-05-25 08:00:00,3.661,4.461565,2.920263107,3.704868153,4.129392892,4.67067585,8.76,9.550868889
2021-05-25 09:00:00,3.82,4.330865125,3.047277136,4.340681807,4.308762806,5.107594359,10.417,10.30793502
2021-05-25 10:00:00,4.196,4.951482229,3.348863725,4.246475799,4.73414683,5.352841228,11.186,11.64589064
2021-05-25 11:00:00,4.499,5.436874445,3.864688829,4.552897715,5.075329627,5.739410026,11.066,11.89378741
2021-05-25 12:00:00,4.978,5.215279741,3.970746559,5.037739104,5.61491706,6.350348752,10.918,11.68973112
2021-05-25 13:00:00,5.14,6.061582423,4.099963366,6.013778416,5.796411327,6.56012875,10.993,11.95065839
2021-05-25 14:00:00,4.51,5.903110955,3.596303004,5.056383856,5.087040382,5.752283033,10.416,8.609017226
2021-05-25 15:00:00,4.408,5.833599446,2.847818836,4.461063095,4.972095997,5.623298417,10.142,7.982141173
2021-05-25 16:00:00,4.493,5.615308779,3.583709788,4.104974912,4.663121708,5.741563417,9.582,8.444575703
2021-05-25 17:00:00,4.578,5.446129675,3.651643404,3.995822813,6.016349304,5.839643312,8.071,7.214599387
2021-05-25 18:00:00,4.808,5.674322591,4.034567327,4.865678136,5.423211117,6.134277277,6.918,8.515902078
2021-05-25 19:00:00,5.078,5.993978271,4.048788972,5.138893853,5.727719273,6.477992431,6.139,6.757735478
2021-05-25 20:00:00,6.373,7.575181863,5.199950007,6.449126438,7.187697058,7.96625,4.986,5.336273504
2021-05-25 21:00:00,6.305,7.44126184,5.02994947,6.381393113,7.112946627,8.044431273,4.43,4.927927613
2021-05-25 22:00:00,5.694,6.719113207,4.5298189,5.754887265,6.425022588,7.265169438,3.545,3.801744986
2021-05-25 23:00:00,4.893,5.773873416,4.005220857,4.951624973,5.539511556,6.928257291,2.868,4.367075326
2021-05-26 00:00:00,3.888,3.790241219,3.101361652,3.934828269,4.385674852,4.85286613,2.825,3.290388783
2021-05-26 01:00:00,3.247,3.831796668,2.590082783,3.286918929,3.662062203,4.147510745,2.748,3.066137062
2021-05-26 02:00:00,2.94,3.469427984,2.314614474,2.975480645,2.94090218,3.750730476,2.818,3.039780932
2021-05-26 03:00:00,2.651,3.12855384,2.551321516,2.683032365,2.990320498,3.382073591,2.874,3.206887491
2021-05-26 04:00:00,2.501,2.951414495,2.081,2.531310897,2.818331745,3.190800882,2.952,2.637716284
2021-05-26 05:00:00,2.484,2.630322739,2.081,3.697432,2.80192914,3.168856326,3.359,3.691261446
2021-05-26 06:00:00,2.943,2.920743319,3.668643452,2.968731626,3.528755954,5.123057804,4.234,4.318549806
2021-05-26 07:00:00,3.748,4.420209595,2.989623634,3.792952043,4.549740203,4.697305955,6.802,7.694429415
2021-05-26 08:00:00,3.661,4.32019066,2.797250017,3.686297065,3.817191885,4.669035698,8.732,9.645095859
2021-05-26 09:00:00,3.82,4.509684358,3.046988822,3.865838546,4.308749548,5.279408015,9.484,10.39344255
2021-05-26 10:00:00,4.196,4.951212904,3.082439433,5.057801804,4.438459594,5.704379655,10.785,11.89203904
2021-05-26 11:00:00,4.499,4.627531878,3.588551916,4.936936219,5.074203014,4.259499917,10.927,11.45471065
2021-05-26 12:00:00,4.978,5.874067037,3.990989561,5.037593842,5.614757237,6.350184433,10.676,11.65020389
2021-05-26 13:00:00,5.14,6.065240978,4.098973854,5.201419385,5.794495973,6.557758551,10.296,11.23157116
2021-05-26 14:00:00,4.51,5.321699939,3.597223252,4.563817893,5.078808164,5.752787971,9.966,11.07844544
2021-05-26 15:00:00,4.408,5.288214905,2.346255704,4.460549255,5.226888867,4.945668288,9.345,10.89779936
2021-05-26 16:00:00,4.493,5.250738439,3.583518616,4.546711529,5.067491929,4.674277529,8.834,9.551761334
2021-05-26 17:00:00,4.578,5.401554463,3.650978779,4.267339799,5.163301658,5.825248158,7.726,8.553261721
2021-05-26 18:00:00,4.808,5.673001696,3.835159573,4.865238392,5.423089017,6.133048336,6.947,7.569157134
2021-05-26 19:00:00,5.078,6.167444284,4.0487814,5.138896028,5.745784327,6.142306897,6.33,6.861918397
2021-05-26 20:00:00,6.373,7.528875263,5.081578809,6.44658164,6.325466365,8.126844051,5.38,5.907976625
2021-05-26 21:00:00,6.305,7.676212381,5.028886982,6.380261375,7.012657362,7.96625,5.063,5.372231966
2021-05-26 22:00:00,5.694,6.718707506,4.541458171,5.710463844,6.421440839,7.482352167,4.11,4.533833963
2021-05-26 23:00:00,4.893,5.77351051,3.902575502,4.950080253,5.51857628,6.517540335,3.547,3.729801277
2021-05-27 00:00:00,3.888,3.691745693,3.098558594,3.934289495,4.385288162,5.447574644,3.232,3.662799807
2021-05-27 01:00:00,3.247,3.532536175,2.589543492,3.285044248,3.661139611,4.103171702,3.077,3.291646265
2021-05-27 02:00:00,2.94,3.469076776,2.344557515,2.975040099,3.316173071,3.743860417,2.974,3.525400731
2021-05-27 03:00:00,2.651,3.128127755,2.114599598,3.212452799,2.992186626,3.050222224,3.184,3.55456236
2021-05-27 04:00:00,2.501,2.950991561,2.083222544,2.531100108,2.82132966,4.501610573,3.533,3.77995912
2021-05-27 05:00:00,2.484,4.179732951,2.081,2.513842833,2.186157342,4.2328804,3.521,3.867575912
2021-05-27 06:00:00,2.943,3.473039195,2.349296325,2.978392145,3.427852706,3.873278131,4.581,5.118538205
2021-05-27 07:00:00,3.748,4.423042791,2.989778041,3.488995349,4.227822012,4.782129023,7.768,8.153038666
2021-05-27 08:00:00,3.661,4.31960352,3.341935839,3.898565657,4.129552057,4.670644407,9.168,9.800719008
2021-05-27 09:00:00,3.82,4.507591854,3.049621838,4.465606564,5.25512121,4.649693831,10.34,10.01450731
2021-05-27 10:00:00,4.196,4.951424308,3.528113648,4.854011043,3.90206343,5.351668885,11.455,13.13676262
2021-05-27 11:00:00,4.499,3.576803228,3.588890667,4.553357283,5.075099785,5.739806134,11.496,12.1290116
2021-05-27 12:00:00,4.978,5.874742817,3.968015585,5.040329735,5.615488619,6.407224536,11.084,12.03167789
2021-05-27 13:00:00,5.14,6.065856506,4.583036876,4.99708376,5.797763333,6.55742104,10.66,11.54933244
2021-05-27 14:00:00,4.51,5.321672995,3.613760017,4.564416316,5.083600993,4.343451775,10.943,10.98949628
2021-05-27 15:00:00,4.408,5.192346889,3.516289942,4.457858084,4.974608795,5.623973086,10.711,10.71159079
2021-05-27 16:00:00,4.493,5.302408804,3.584040285,4.525523093,5.068241768,5.731918925,9.979,10.73625523
2021-05-27 17:00:00,4.578,5.402520942,3.646512862,4.63313494,5.165081307,5.840444497,8.554,8.793701596
2021-05-27 18:00:00,4.808,5.67389767,3.834891006,4.865825664,5.423294087,6.133776823,7.749,7.69499201
2021-05-27 19:00:00,5.078,5.992232091,4.050581417,5.139043659,7.599514948,5.583048356,6.629,7.272464453
2021-05-27 20:00:00,6.373,7.405966036,4.961610138,6.29701449,6.774171279,7.93547888,5.427,6.024843545
2021-05-27 21:00:00,6.305,6.477650157,5.033985948,6.201532684,7.904808897,7.96625,4.909,4.977284077
2021-05-27 22:00:00,5.694,6.709925788,4.46065181,6.112749798,6.413797027,7.253859624,4.269,4.919981748
2021-05-27 23:00:00,4.893,5.773631325,4.051422464,5.68267577,5.438759182,5.834566466,3.373,4.430582561
2021-05-28 00:00:00,3.888,4.588403327,3.101515137,3.740989924,4.385851808,4.960886463,3.17,3.692301798
2021-05-28 01:00:00,3.247,3.832879482,2.590710269,3.285752623,3.662904985,4.142128282,3.045,3.450124097
2021-05-28 02:00:00,2.94,3.470764421,2.345615602,2.975794554,3.338151859,3.747593706,3.173,3.290594026
2021-05-28 03:00:00,2.651,3.051754497,2.081,2.682913364,2.984478882,3.108143672,3.449,3.604480805
2021-05-28 04:00:00,2.501,2.596989319,2.174958185,2.531764492,4.170870712,3.467600861,3.436,3.748031877
2021-05-28 05:00:00,2.484,2.933574889,2.081,2.121773154,3.090648035,3.823091197,3.581,3.751194919
2021-05-28 06:00:00,2.943,3.459623832,2.348305391,2.980015116,3.320620112,3.755660541,4.816,4.924361403
2021-05-28 07:00:00,3.748,4.424209711,2.996062878,4.627009435,4.228918972,4.781430289,7.22,7.92403538
2021-05-28 08:00:00,3.661,5.060768142,2.921255598,4.212781326,4.760907628,4.67276144,8.654,6.857218647
2021-05-28 09:00:00,3.82,4.509053496,2.848735374,3.875339188,4.310492525,4.87421459,9.876,9.058897333
2021-05-28 10:00:00,4.196,4.953389639,4.536836798,4.249772458,4.73496916,5.347928209,11.167,12.28217351
2021-05-28 11:00:00,4.499,5.311146164,2.895023877,4.55458693,5.076443719,5.741775677,10.645,12.55361141
2021-05-28 12:00:00,4.978,5.876691983,3.694141496,4.278301727,5.569735197,7.96625,10.668,11.65182351
2021-05-28 13:00:00,5.14,6.068008598,4.229241545,5.124648214,5.800122602,6.559862327,10.12,11.32741087
2021-05-28 14:00:00,4.51,5.324755922,4.239890296,4.740833246,5.089631112,5.756252107,10.084,11.29687306
2021-05-28 15:00:00,4.408,5.422902148,3.515979631,4.463397379,4.972629905,5.627214235,9.65,9.855073586
2021-05-28 16:00:00,4.493,5.33933143,2.963861877,4.549765693,5.070805063,5.735121422,9.354,10.31840857
2021-05-28 17:00:00,4.578,5.967369494,3.653656986,4.615053016,5.168306058,5.843843542,7.654,4.96651585
2021-05-28 18:00:00,4.808,7.063263049,5.099979834,4.868027142,6.201786978,6.137412661,6.698,7.463988402
2021-05-28 19:00:00,5.078,5.9963611,4.054044089,5.140484031,5.551728578,6.482043743,6.181,7.003595997
2021-05-28 20:00:00,6.373,7.203775773,5.632855785,5.966314546,6.886823654,7.790358472,5.576,6.00224869
2021-05-28 21:00:00,6.305,7.820879446,5.031670791,6.383901795,7.107617657,7.401103265,5.26,3.613876814
2021-05-28 22:00:00,5.694,6.766282027,3.894589636,5.445641719,6.39406359,7.23156098,4.749,4.886276436
2021-05-28 23:00:00,4.893,5.777784707,3.905175987,4.965468057,5.52307587,6.244150698,3.762,3.892463952
2021-05-29 00:00:00,4.248,4.597256387,3.12053528,3.939945851,4.394443793,5.709084816,3.352,3.604310499
2021-05-29 01:00:00,3.874,3.812120013,2.576426046,3.268938159,3.644299348,3.508053088,3.06,3.322924033
2021-05-29 02:00:00,3.367,3.692210299,2.335571175,2.963445135,3.303189879,3.735701684,2.766,2.411197469
2021-05-29 03:00:00,2.818,3.158090182,2.134576628,2.708192483,3.015860109,3.413302534,2.811,3.286802185
2021-05-29 04:00:00,2.654,3.138627526,2.796352119,2.568127421,2.862470867,3.237305137,3.228,2.668066333
2021-05-29 05:00:00,2.626,2.990617934,2.081,2.566507937,2.860803631,3.236891711,3.332,3.628163602
2021-05-29 06:00:00,2.683,3.648408862,3.234396718,2.766187886,3.578762647,4.229040851,3.959,4.487529105
2021-05-29 07:00:00,3.592,5.176806095,3.191369707,4.049198603,4.170543338,5.103744297,4.763,6.460887648
2021-05-29 08:00:00,3.646,4.644986173,3.799333102,3.938688903,4.439039468,5.020557145,6.248,9.397761533
2021-05-29 09:00:00,4.662,4.497664094,3.579876428,4.164527729,4.6427618,5.249746362,7.218,7.966035731
2021-05-29 10:00:00,5.435,5.165291085,3.598427696,4.628477139,4.753679599,5.755446184,7.475,11.36219754
2021-05-29 11:00:00,6.362,5.705179598,3.761562389,4.893084084,5.453399415,6.168011219,7.392,11.42143725
2021-05-29 12:00:00,6.328,6.094037109,4.255371233,5.399711611,7.228939972,6.805671991,8.144,9.3656
2021-05-29 13:00:00,6.848,6.511653708,5.574217855,5.584856992,6.224228142,7.039470537,7.482,10.85488719
2021-05-29 14:00:00,5.236,5.793988895,3.916491162,4.969591525,4.861153565,6.263786834,7.604,10.72140139
2021-05-29 15:00:00,4.944,5.933772669,3.858690006,5.191521844,5.433743704,6.162669469,7.456,8.947858538
2021-05-29 16:00:00,4.962,6.639815024,3.960748196,5.024649232,5.488017079,7.311692974,7.12,7.103385259
2021-05-29 17:00:00,5.034,6.002293747,4.05722885,5.144769527,5.77797746,6.487043267,6.732,8.290423843
2021-05-29 18:00:00,4.942,7.080432731,3.990791343,5.408368872,6.516232981,6.817047778,5.948,6.831748494
2021-05-29 19:00:00,5.169,6.646899127,4.492939232,5.7002944,6.161035392,6.953672862,5.638,6.283134028
2021-05-29 20:00:00,6.541,7.710594336,5.211956737,5.778642782,7.370176533,7.489800895,5.025,5.602152272
2021-05-29 21:00:00,6.316,8.110467133,5.918431338,6.955313971,7.75292774,8.56,5.083,5.432032158
2021-05-29 22:00:00,6.192,7.663738452,5.749611677,6.270757999,7.017975149,7.958287618,4.254,4.6705387
2021-05-29 23:00:00,5.15,6.90245566,5.063311779,5.526727152,6.159996764,6.952300528,3.306,3.496207272
2021-05-30 00:00:00,4.248,5.255408254,3.410980847,4.506903744,5.707937472,5.680088446,2.804,3.151695717
2021-05-30 01:00:00,3.874,3.840540155,3.275614719,3.818915511,4.13363201,4.814110593,2.668,2.086
2021-05-30 02:00:00,3.367,4.430465436,2.988247793,3.798878666,4.049067832,4.324063563,2.5,2.864785143
2021-05-30 03:00:00,2.818,4.383954586,2.173427373,3.941298119,4.192233958,4.741427924,2.636,2.893391862
2021-05-30 04:00:00,2.654,4.172052883,2.790112404,3.280061839,5.052009925,4.428421905,3.128,3.062010011
2021-05-30 05:00:00,2.626,3.904617197,2.638766677,3.347997205,3.732577114,4.220964991,2.986,2.626050557
2021-05-30 06:00:00,2.683,4.164274428,2.815231843,3.565633589,3.411099212,4.502293229,3.394,4.224827483
2021-05-30 07:00:00,3.592,4.829136812,3.290445582,3.736621397,4.615952329,5.220572833,3.974,7.566240995
2021-05-30 08:00:00,3.646,4.3256795,2.923985602,2.76489813,4.315703999,4.676453869,4.438,9.132745024
2021-05-30 09:00:00,4.662,3.763181661,3.140846075,2.929288893,4.113777484,4.652254058,4.946,8.510277247
2021-05-30 10:00:00,5.435,4.629344571,3.128520012,3.969215705,4.548611234,5.000729435,5.322,7.544
2021-05-30 11:00:00,6.362,5.810620826,3.832070103,4.861832012,6.788037008,6.12868477,6.056,11.27620435
2021-05-30 12:00:00,6.328,6.214205955,4.200673532,5.265132656,5.940586273,6.718280137,6.162,11.47881087
2021-05-30 13:00:00,6.848,7.161122124,4.316597618,5.476511717,6.1040356,6.883648576,6.56,10.18852063
2021-05-30 14:00:00,5.236,5.623054957,3.800892719,4.657947282,4.346076493,5.911573817,6.322,10.61902246
2021-05-30 15:00:00,4.944,5.889667724,3.140852075,4.755325332,5.240930024,5.928042123,6.363,9.749021696
2021-05-30 16:00:00,4.962,5.298996015,3.763233056,5.246664095,5.326308987,6.01828655,5.672,9.849488317
2021-05-30 17:00:00,5.034,5.492782178,3.712833773,4.709175532,5.162536986,5.965817185,5.445,8.495961903
2021-05-30 18:00:00,4.942,5.737794691,3.812040261,5.305328751,5.819594823,6.203618012,5.69,6.92268548
2021-05-30 19:00:00,5.169,6.046304486,4.086981993,5.131778586,6.006930997,6.510211635,5.706,6.153078955
2021-05-30 20:00:00,6.541,7.101524011,4.800253391,6.016649812,6.78802945,7.677309426,5.177,5.544231116
2021-05-30 21:00:00,6.316,7.496920583,5.136,6.428674754,7.165392484,8.104221737,5.072,5.354452785
2021-05-30 22:00:00,6.192,6.578703642,4.283369217,5.665930417,6.316849099,7.143021071,4.409,4.612577816
2021-05-30 23:00:00,5.15,5.837028006,3.945983703,5.000374138,5.644126672,6.282525268,3.316,3.402905248
2021-05-31 00:00:00,3.888,4.880008417,3.097611019,3.818974482,4.380315548,4.955946746,3.076,3.815096143
2021-05-31 01:00:00,3.247,3.829938966,2.588829328,3.284464324,3.660953307,4.140672625,2.988,3.629493946
2021-05-31 02:00:00,2.94,3.471925707,4.173780649,2.975550084,3.317915983,5.005489697,2.895,3.044059412
2021-05-31 03:00:00,2.651,4.374874163,2.9572409,3.752745598,4.182800609,4.728883525,2.851,3.112355036
2021-05-31 04:00:00,2.501,3.897456764,2.325737666,3.340155968,4.664343186,4.195610861,3.106,4.539724795
2021-05-31 05:00:00,2.484,3.586794242,2.484968021,3.151334149,3.512395815,3.833498311,3.136,3.345847465
2021-05-31 06:00:00,2.943,3.780583221,3.76912197,3.24925268,3.621621487,3.911426066,4.104,4.459904278
2021-05-31 07:00:00,3.748,5.512958646,2.886937238,3.706829547,4.109276429,4.647080969,7.142,6.927873854
2021-05-31 08:00:00,3.661,4.351585232,2.941421805,3.731900733,4.04818306,4.607428444,8.474,9.196603231
2021-05-31 09:00:00,3.82,4.250181446,2.871893735,3.644076534,4.070299848,4.588489728,9.964,9.425853631
2021-05-31 10:00:00,4.196,4.272307041,2.081,3.675393225,4.200385022,4.96818143,10.35,11.37185675
2021-05-31 11:00:00,4.499,5.228795122,3.534596594,4.484142355,4.997933538,5.645020481,10.237,12.20604716
2021-05-31 12:00:00,4.978,5.796920275,3.918643647,4.971582722,5.541026235,6.266582319,10.728,11.75171365
2021-05-31 13:00:00,5.14,6.955790485,4.701723291,7.479147393,6.57185016,7.228545117,10.037,11.13222007
2021-05-31 14:00:00,4.51,7.402261999,4.94938458,6.322100968,5.933013612,8.002418805,9.765,10.62471238
2021-05-31 15:00:00,4.408,7.783797935,5.199727864,6.835708658,8.526417134,8.317443742,9.586,9.837450601
2021-05-31 16:00:00,4.493,8.869780668,5.995372153,7.544135855,7.349429471,9.588728482,9.25,10.16546228
2021-05-31 17:00:00,4.578,8.076233304,5.699263123,7.231639726,8.060254718,9.240678415,7.736,8.502054323
2021-05-31 18:00:00,4.808,8.132616923,5.333116277,6.973042271,7.774140794,8.791695401,6.671,7.063644627
2021-05-31 19:00:00,5.078,7.900661132,5.315212966,6.776180468,9.019255804,8.541710826,5.543,6.286460606
2021-05-31 20:00:00,6.373,9.17034682,6.198596301,7.927107298,7.96625,9.913702066,4.908,5.479247609
2021-05-31 21:00:00,6.305,8.83524806,6.100952055,7.738676828,8.586983072,9.625080747,4.696,4.501948433
2021-05-31 22:00:00,5.694,7.96625,6.319068075,7.704897372,8.935245284,10.05650573,3.904,2.501080033
2021-05-31 23:00:00,4.893,9.332053184,6.128505144,7.96625,8.804597577,7.96625,3.104,3.5725891
2021-06-01 00:00:00,7.26,8.679969912,6.038916503,8.335835292,8.825853713,9.203256354,2.826,3.122786255
2021-06-01 01:00:00,7.028,7.367703326,4.870213422,6.179699153,7.49224753,7.787924804,2.715,3.119889219
2021-06-01 02:00:00,6.588,7.384328218,4.99299674,6.335719708,7.739163554,7.99138831,2.719,3.51021096
2021-06-01 03:00:00,6.012,7.138570192,4.825449346,6.12159676,7.259750716,7.235193405,2.701,3.275641656
2021-06-01 04:00:00,5.588,6.648751195,4.494172888,5.693805296,5.884518427,7.641289226,3.208,3.437013458
2021-06-01 05:00:00,5.374,6.426104382,4.315339189,5.471505037,6.102668535,6.901873466,3.456,3.431263423
2021-06-01 06:00:00,5.38,6.408704154,4.270355521,5.471344435,6.235612369,6.911132023,4.344,4.52456011
2021-06-01 07:00:00,5.74,6.591815099,4.60971727,5.848461203,6.518574346,7.372025519,6.825,7.526600871
2021-06-01 08:00:00,5.315,6.20879297,4.651866104,5.423449976,6.045348204,6.792165546,8.374,8.90619764
2021-06-01 09:00:00,5.15,6.004071508,4.242938909,5.121496288,5.853446024,5.938661621,9.439,10.91194731
2021-06-01 10:00:00,5.354,6.349236358,4.20426125,5.425600217,6.090635209,6.884125304,10.742,11.20611208
2021-06-01 11:00:00,5.889,6.962027989,4.747421029,6.023167609,6.754239531,7.594064273,10.155,10.96668536
2021-06-01 12:00:00,6.405,7.629490391,6.448052634,6.539194412,7.292634097,8.247918985,10.366,11.4124647
2021-06-01 13:00:00,7.05,8.385514636,5.669447624,7.09711179,7.184378253,9.067334207,10.152,10.94601683
2021-06-01 14:00:00,7.345,8.611867687,6.403579713,7.550834749,8.234313088,9.509787117,9.591,6.397688957
2021-06-01 15:00:00,7.504,8.973292988,6.065386319,6.328498967,8.262633534,9.098063345,8.857,10.01282699
2021-06-01 16:00:00,7.607,9.083540916,5.997356851,7.789865295,8.684206496,9.820036242,8.475,9.683225425
2021-06-01 17:00:00,7.172,8.394277858,5.785183843,7.342211042,8.181040653,8.920784823,7.689,8.315333809
2021-06-01 18:00:00,6.872,7.983987905,5.53803434,7.026201406,7.831352148,9.435665288,7.082,7.424817024
2021-06-01 19:00:00,6.642,8.581435198,5.333195396,6.761705734,9.147832418,8.531881047,5.744,5.082478001
2021-06-01 20:00:00,7.1,8.712542706,5.69425766,6.451348805,8.052724005,9.239613261,4.884,2.086
2021-06-01 21:00:00,7.556,8.956101705,6.053844874,7.680499463,8.557804525,9.632308066,4.295,4.926444255
2021-06-01 22:00:00,7.709,9.129376876,6.747781161,7.829493897,8.725488136,9.870053237,3.776,4.137708693
2021-06-01 23:00:00,7.81,9.014004473,6.236814659,7.926686212,8.835114404,9.7625,3.176,3.319862243
2021-06-02 00:00:00,7.26,8.58857439,5.063008857,7.365500095,8.209336413,9.284727603,2.936,3.103509245
2021-06-02 01:00:00,7.028,7.624421948,5.150808011,6.844853512,7.287011277,8.242328316,2.796,2.943124713
2021-06-02 02:00:00,6.588,8.956243713,5.135942264,6.516981834,7.263743695,8.213760447,2.8,2.90018016
2021-06-02 03:00:00,6.012,7.070915575,4.779550771,6.276756913,6.738461201,7.642794683,2.659,2.914696098
2021-06-02 04:00:00,5.588,6.266378215,4.676197654,5.649772106,6.300893318,7.122337225,2.992,2.942491053
2021-06-02 05:00:00,5.374,6.314561558,4.269154909,5.413500586,5.238088683,6.796746379,2.904,3.361150601
2021-06-02 06:00:00,5.38,6.214198143,4.275964286,5.315769842,6.045246418,7.295473851,4.093,4.414806672
2021-06-02 07:00:00,5.74,7.848160493,4.587694489,5.819446603,6.879010234,7.335042644,6.286,6.849095456
2021-06-02 08:00:00,5.315,5.998290245,4.222144814,5.372828308,5.988508592,8.203124717,7.18,9.068685737
2021-06-02 09:00:00,5.15,6.057557039,4.261334322,5.222687634,4.64745541,6.570120953,8.258,9.783591065
2021-06-02 10:00:00,5.354,6.301150109,4.259236865,5.403981135,7.713323794,6.811254426,9.698,10.58973978
2021-06-02 11:00:00,5.889,6.946528774,4.693141778,5.957222638,6.639870358,7.220646298,9.62,10.52233132
2021-06-02 12:00:00,6.405,7.555444604,5.141617092,6.479719712,7.222381608,8.168790548,9.45,10.98554537
2021-06-02 13:00:00,7.05,8.499905926,6.081947788,7.133224025,9.063733828,8.991985226,8.988,10.33765484
2021-06-02 14:00:00,7.345,8.678968002,6.551171404,7.39914575,8.295707516,9.383507211,8.628,10.4193166
2021-06-02 15:00:00,7.504,8.871652033,5.757321478,7.608341819,8.456747397,9.591040823,8.357,9.724400276
2021-06-02 16:00:00,7.607,8.995218429,6.854389687,7.657758855,8.596602961,9.723055949,7.616,9.208385495
2021-06-02 17:00:00,7.172,8.478652047,6.401013101,6.927258474,8.104356246,9.7625,6.827,8.305505195
2021-06-02 18:00:00,6.872,8.311173232,5.490293518,6.965742768,7.763818757,8.742532015,6.316,6.084240045
2021-06-02 19:00:00,6.642,7.848395241,4.879459307,7.469734415,7.572201732,8.488540261,5.702,6.174421187
2021-06-02 20:00:00,7.1,8.386397516,5.676916639,6.808519456,8.01599005,8.388018635,4.945,5.355492503
2021-06-02 21:00:00,7.556,8.922133265,6.030870035,7.651989133,8.606134592,9.644323917,4.4,4.694092704
2021-06-02 22:00:00,7.709,9.100321578,6.23595401,6.808151568,7.858156791,9.846603743,3.522,3.84862998
2021-06-02 23:00:00,7.81,9.189068764,6.230478862,7.90464128,8.803985968,9.964544777,3.113,3.198088785
2021-06-03 00:00:00,7.26,8.566814333,5.790844362,7.346912702,8.031120102,9.257119154,2.715,3.399523695
2021-06-03 01:00:00,7.028,7.894442152,6.93567502,6.812792855,8.012324629,8.963453505,2.616,2.809954553
2021-06-03 02:00:00,6.588,7.677456267,5.2432946,6.652011497,7.395269589,8.386019047,2.587,2.863489392
2021-06-03 03:00:00,6.012,6.964829845,4.977346086,7.133119015,6.764561231,7.649723216,2.569,3.274578853
2021-06-03 04:00:00,5.588,6.59326655,4.457012051,5.654755853,6.302411008,6.812191418,2.614,3.013855495
2021-06-03 05:00:00,5.374,6.317641471,4.274809739,5.409723902,6.756433792,6.660151054,2.908,3.183122183
2021-06-03 06:00:00,5.38,6.309254241,4.280122331,5.430326058,6.054247527,7.763916194,4.043,4.550950325
2021-06-03 07:00:00,5.74,6.78471277,4.607071426,5.736966609,6.488263188,7.33461465,6.088,6.33956433
2021-06-03 08:00:00,5.315,6.270013661,4.48952188,5.375607258,6.007483769,6.778125675,7.388,8.117733237
2021-06-03 09:00:00,5.15,7.337981244,4.099758258,5.201067132,5.797549465,6.556250356,8.688,9.383033128
2021-06-03 10:00:00,5.354,6.307601528,4.254257983,5.40831169,6.02913028,6.818597024,9.319,10.34446294
2021-06-03 11:00:00,5.889,6.944627765,5.430631466,5.956588074,6.638329934,7.508563364,9.25,10.42693862
2021-06-03 12:00:00,6.405,6.953618462,5.106305296,7.24211914,7.220843201,8.166788312,9.948,10.696895
2021-06-03 13:00:00,7.05,7.703764597,6.580330132,7.053358804,7.949321658,8.990435869,9.172,7.497779097
2021-06-03 14:00:00,7.345,9.7625,5.707062428,7.96452485,8.285607327,9.664418898,9.706,7.778234637
2021-06-03 15:00:00,7.504,8.857989097,5.98835288,7.360494445,8.46820578,9.7625,9.052,10.41459797
2021-06-03 16:00:00,7.607,8.980851293,6.070530188,7.702636794,8.58524856,9.905186819,8.528,9.37437731
2021-06-03 17:00:00,7.172,8.468195332,5.724179563,7.260383947,8.094535458,9.154855638,7.407,8.180726747
2021-06-03 18:00:00,6.872,8.114001797,5.438433216,6.957786165,7.53471161,8.771862076,6.914,7.549641081
2021-06-03 19:00:00,6.642,7.966455603,5.298292044,6.725327677,7.988120192,8.671070482,5.81,5.652820643
2021-06-03 20:00:00,7.1,7.77804578,5.971926713,7.948838574,7.970011512,9.913839159,4.919,5.272537981
2021-06-03 21:00:00,7.556,8.275277137,6.022999828,7.757249816,8.641896974,9.642254425,4.439,5.048448705
2021-06-03 22:00:00,7.709,9.118945873,5.815647409,7.802571075,8.696799754,9.835944276,3.763,4.149586118
2021-06-03 23:00:00,7.81,9.336520284,6.230386774,7.905158508,8.99719191,9.964947418,2.854,3.466788276
2021-06-04 00:00:00,7.26,8.567794255,6.274261305,7.586850615,8.191593806,8.768848409,2.652,2.989248053
2021-06-04 01:00:00,7.028,8.293862387,5.606207399,7.112723069,7.926859645,8.966130828,2.566,2.709827674
2021-06-04 02:00:00,6.588,7.776754429,5.183338213,6.666752981,7.433349409,7.605867796,2.457,2.775421816
2021-06-04 03:00:00,6.012,7.524011227,4.662810756,6.085153261,6.782338708,7.121268487,2.852,2.790804316
2021-06-04 04:00:00,5.588,6.577878858,4.45196205,5.648524118,6.398876038,7.185440642,2.876,3.619464471
2021-06-04 05:00:00,5.374,6.341640971,4.286596932,5.274345542,6.061762863,7.072227778,3.066,3.117797658
2021-06-04 06:00:00,5.38,6.348311466,4.342739226,5.444225373,6.068049435,6.860982312,4.333,5.326950013
2021-06-04 07:00:00,5.74,6.494287846,4.408023014,5.02278591,6.118658677,7.306891801,6.076,5.160138528
2021-06-04 08:00:00,5.315,5.991276114,4.237485928,5.036526805,5.981668357,6.748039106,7.386,9.679448127
2021-06-04 09:00:00,5.15,6.076063653,4.108736048,5.212108993,5.809294284,6.566705214,8.317,9.190834243
2021-06-04 10:00:00,5.354,6.317533722,4.297856167,5.416862637,5.69288694,6.830657713,9.367,10.270795
